"name","path","level","rarity","tooltip","restriction","acquisition"
"<span style='color: #32cd32'>Regal Helm of Sparkling Crystal</span>","https://ucarecdn.com/9192bbf0-b932-48b0-82df-a6d4f8ff4648/BTNRegalHelmOfSparklingCrystal.png",75,"Epic","Increases Intelligence by 50, Spell Damage by 500, and Spell Healing by 1200.","Cannot be used by Warrior classes","Metalsmith Arcadios"
"<span style='color: #32cd32'>Savage Helm</span>","https://ucarecdn.com/cdd3c75d-19ee-4cf4-969e-55e95ecc5134/BTNSavageHelm.png",90,"Epic","Increases Strength 80 and Armor by 50.<br><br><span style='color: #c3dbff'>Retaliation II</span>—Whenever you take damage: Deal <span style='color: #32CD32'>0.75 Strength</span> physical damage to enemies within a <span style='color: #FEBA0E'>150</span> AoE of you.<br><span style='color: #c3dbff'>Cooldown</span>: 1 second.",NA,"Metalsmith Arcadios"
"<span style='color: #32cd32'>The Winged God's Blessed Boots</span>","https://ucarecdn.com/e0456b97-619a-4b25-90ea-4377c9b19b6b/BTNTheWingedGodsBlessedBoots.png",105,"Epic","Increases Strength and Agility by 40, and Movement Speed by 100.<br><br><span style='color: #c3dbff'>Evasion V</span>—Gives a <span style='color: #FEBA0E'>25%</span> chance to avoid an auto-attack.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Armor of the Firstborn</span>","https://ucarecdn.com/aca84fad-d6d2-4b1a-b170-83184efcda55/BTNArmorOfTheFirstborn.png",120,"Epic","Increases Health by 2000, Health Regeneration by 35 health per second, and Armor and Resist by 40.<br><br><span style='color: #c3dbff'>Hera's Cure II</span>—Heals <span style='color: #FEBA0E'>4500</span> health to yourself.<br><span style='color: #c3dbff'>Cooldown</span>: 30 seconds.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Gift of Hera</span>","https://ucarecdn.com/af41e548-b0b4-4cee-beb6-17168b8d869d/BTNGiftOfHera.png",120,"Epic","Increases Intelligence by 70 and Spell Healing by 3000.","Cannot be used by Warrior classes","Goldsmith Level 100"
"<span style='color: #32cd32'>Gift of Poseidon</span>","https://ucarecdn.com/9f87feee-b5ec-4587-a8c9-5ebaa4921803/BTNGiftOfPoseidon.png",120,"Epic","Increases Intelligence by 70 and Spell Damage by 3000.","Cannot be used by Warrior classes","Metalsmith Zoticus"
"<span style='color: #32cd32'>Shimmering Lance</span>","https://ucarecdn.com/d9a1c33f-e14d-47da-8019-586838197a43/BTNShimmeringLance.png",120,"Epic","Increases Attack Damage by 300 and Attack Speed by 30%.<br><br><span style='color: #c3dbff'>Dazzle</span>—Your auto-attacks also reduces the target's attack speed by <span style='color: #FEBA0E'>20%</span> for <span style='color: #FEBA0E'>6</span> seconds.<br><br><span style='color: #c3dbff'>Gloom</span>—Whenever you deal physical damage that is not from an auto-attack: Deal an additional <span style='color: #FEBA0E'>250</span> piercing magical damage, which ignores magical damage reduction granted by Resist.",NA,"Metalsmith Arcadios"
"<span style='color: #32cd32'>Adamantium Lance</span>","https://ucarecdn.com/f98a45cb-1d85-40ad-8a8e-a6218ab8d9e4/BTNAdamantiumLance.png",135,"Epic","Increases Strength by 45, Agility by 90, Attack Damage by 150, and Armor by 25.<br><br><span style='color: #c3dbff'>Critical Strike III</span>—Gives a <span style='color: #FEBA0E'>6.5%</span> chance to do <span style='color: #FEBA0E'>2</span> times damage on an auto-attack. This stacks with other instances of <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Adamantium Set</span> (1/3)—+50 Armor, +250 Attack Damage.",NA,"Metalsmith Arcadios"
"<span style='color: #32cd32'>Amphirite's Cloak</span>","https://ucarecdn.com/0f00435e-90e4-44d6-9d81-1697cc59c0f0/BTNAmphiritesCloak.png",135,"Epic","Increases Intelligence by 45, Mana by 1500, Mana Regeneration by 20 mana per second, and Armor and Resist by 30.<br><br><span style='color: #c3dbff'>Mana Shield</span>—Activate to convert <span style='color: #FEBA0E'>20%</span> of your current mana into a post-mitigation damage shield for <span style='color: #FEBA0E'>5</span> seconds.<br><span style='color: #c3dbff'>Cooldown</span>: 60 seconds.","Cannot be used by Warrior classes","Metalsmith Theron"
"<span style='color: #32cd32'>Bright Silver Plates</span>","https://ucarecdn.com/7e890483-c455-4eac-8a83-e63196cf2832/BTNBrightSilverPlates.png",135,"Epic","Increases Strength and Agility by 30, Health by 1000, Health Regeneration by 65 health per second, and Resist by 80.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Chillstone Ring of Midnight</span>","https://ucarecdn.com/835851d5-1ca1-4a64-a205-40aa6e310ca7/BTNChillstoneRingOfMidnight.png",135,"Epic","Increases Strength, Agility and Intelligence by 45, and Spell Power by 1200.","Cannot be used by Warrior classes","Metalsmith Theron"
"<span style='color: #32cd32'>Green Dragonscale Ring of Addiction</span>","https://ucarecdn.com/93cafcf8-c34f-45f6-8d45-819b1a5ef72e/BTNGreenDragonscaleRing.png",135,"Epic","Increases Strength by 50, Agility by 30, Intelligence by 95, and Resist by 45.","Cannot be used by Warrior classes","Metalsmith Zoticus"
"<span style='color: #32cd32'>Midas' Band of Vigor</span>","https://ucarecdn.com/430dc3e9-a90a-49dc-b578-2ce694a5e445/BTNMidasBandofVigor.png",135,"Epic","Increases Strength by 170.<br><br><span style='color: #c3dbff'>Magic Protection</span>—Reduces magical damage taken depending on <span style='color: #FEBA0E'>Maximum Health</span>:<br> • ≤ <span style='color: #FEBA0E'>24999</span>: Reduces magical damage by 1600.<br> • ≤ <span style='color: #FEBA0E'>49999</span>: Reduces magical damage by 800.<br> • ≥ <span style='color: #FEBA0E'>50000</span>: Reduces magical damage by 400.<br><br><span style='color: #c3dbff'>Mighty Leap</span>—Leap to target point within range to inflict <span style='color: #FEBA0E'>5000</span> physical damage in a <span style='color: #FEBA0E'>150</span> AoE and <span style='color: #ff7700'>Stun</span> affected targets for <span style='color: #FEBA0E'>3</span> seconds upon impact. <br><span style='color: #c3dbff'>Cooldown</span>: 60 seconds.","Khaos Champion, Barbarian, Warlord, Assassin only","Metalsmith Galen"
"<span style='color: #32cd32'>Midas' Pendant of Wisdom</span>","https://ucarecdn.com/0f288516-3823-475e-a984-53eb0569d378/BTNMidasPendantofWisdom.png",135,"Epic","Increases Strength by 110 and Intelligence by 65.<br><br><span style='color: #c3dbff'>Lower Resist</span>—Spell effects have an <span style='color: #FEBA0E'>8%</span> chance to <span style='color: #ff7700'>Enfeeble I</span> their target(s) for <span style='color: #FEBA0E'>8</span> seconds, which reduces their Resist by <span style='color: #FEBA0E'>15</span> for the duration. If <span style='color: #c3dbff'>Lower Resist</span> is applied by a spell-enhanced auto-attack or damage over time effect: <span style='color: #c3dbff'>Lower Resist</span> cannot be applied on that target by either spell type for the next <span style='color: #FEBA0E'>12</span> seconds.<br><br><span style='color: #c3dbff'>Blaze o' Glory</span>—Summon a Fire Elemental at target point that emits flames in a <span style='color: #FEBA0E'>164</span> AoE for <span style='color: #FEBA0E'>10</span> seconds. Effected targets suffer from <span style='color: #ff7700'>Burning</span> which inflicts <span style='color: #FEBA0E'>7500</span> magical damage over <span style='color: #FEBA0E'>3.5</span> seconds.<br><span style='color: #c3dbff'>Cooldown</span>: 60 seconds.","Cannot be used by Warrior classes","Metalsmith Galen"
"<span style='color: #32cd32'>Red Dragonscale Ring of Addiction</span>","https://ucarecdn.com/4c4b83cc-d36e-40de-9308-3975b34562c1/BTNRedDragonscaleRing.png",135,"Epic","Increases Strength and Agility by 100, Intelligence by 4, and Resist by 45.",NA,"Metalsmith Zoticus"
"<span style='color: #32cd32'>White Dragonscale Ring of Addiction</span>","https://ucarecdn.com/72619b90-e2a9-425a-a3c2-df069ddbb943/BTNWhiteDragonscaleRing.png",135,"Epic","Increases Strength and Agility by 70, Intelligence by 50, and Resist by 45.","Cannot be used by Warrior classes","Metalsmith Zoticus"
"<span style='color: #32cd32'>Aegis of the Frozen Citadel</span>","https://ucarecdn.com/d9dc01f5-580d-48ca-94de-0d590d87c68c/BTNAegisOfTheFrozenCitadel.png",150,"Epic","Increases Health by 3000 and Armor and Resist by 60.<br><br><span style='color: #c3dbff'>Frigid Aura II</span>—Enemies within a <span style='color: #FEBA0E'>450</span> AoE have their attack speed reduced by <span style='color: #FEBA0E'>30%</span> and movement speed reduced by <span style='color: #FEBA0E'>10%</span>.",NA,"Metalsmith Theron"
"<span style='color: #32cd32'>Ares' Blade of Might</span>","https://ucarecdn.com/312e11bc-6cb7-4dd1-894b-4ea48f6eb411/BTNAresBladeOfCommand.png",150,"Epic","Increases Strength and Agility by 80, Attack Damage by 130, and Attack Speed by 25%.<br><br><span style='color: #c3dbff'>Bloody Fervor II</span>—Your auto-attacks restores health equal to <span style='color: #FEBA0E'>3%</span> of the damage dealt.<br><br><span style='color: #c3dbff'>Might Aura II</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE <span style='color: #FEBA0E'>25%</span> bonus damage to their melee attacks.",NA,"Metalsmith Arcadios"
"<span style='color: #32cd32'>Atalanta's Hunting Garb</span>","https://ucarecdn.com/d6d99ece-c741-480d-bd2e-98fe6615433f/BTNAtalantaHuntingGarb.png",150,"Epic","Increases Strength by 80, Agility and Intelligence by 45, and Movement Speed by 50.<br><br><span style='color: #c3dbff'>Evasion IV</span>—Gives a <span style='color: #FEBA0E'>20%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Trueshot Aura II</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE deal <span style='color: #FEBA0E'>25%</span> bonus damage with their ranged attacks.<br><br><span style='color: #c3dbff'>Swift Return</span>—Teleports you to Athens.<br><span style='color: #c3dbff'>Cooldown</span>: 3 minutes.","Cannot be used by Warrior classes","Metalsmith Arcadios"
"<span style='color: #32cd32'>Deathchill Greatsword</span>","https://ucarecdn.com/8afe733a-6591-466e-a185-d7f1a8cb221f/BTNDeathchillGreatsword.png",150,"Epic","Increases Strength and Agility by 80 and Attack Damage by 200.<br><br><span style='color: #c3dbff'>Cleave II</span>—Your auto-attacks also deal <span style='color: #32CD32'>0.70 Primary Attribute</span> physical damage in a <span style='color: #FEBA0E'>200</span> AoE of the target. <span style='color: #FF6347'>Melee only.</span>",NA,"Metalsmith Theron"
"<span style='color: #32cd32'>Hephaestus' Thundering Axe</span>","https://ucarecdn.com/41e04071-cbea-427e-bf02-d53493f89505/BTNHephaestusThunderingAxe.png",150,"Epic","Increases Strength and Agility by 70, and Attack Damage by 250.<br><br><span style='color: #c3dbff'>Crush II</span>—Your auto-attacks have <span style='color: #FEBA0E'>6.5%</span> chance to apply <span style='color: #ff7700'>Break II</span> for <span style='color: #FEBA0E'>3.25</span> seconds on the target, which reduces their armor by <span style='color: #FEBA0E'>30</span> for the duration.",NA,"Weaponsmith Level 100"
"<span style='color: #32cd32'>Scepter of the Chosen Ones</span>","https://ucarecdn.com/2729a4c2-b3fd-4c80-95df-2419fd41efab/BTNScepterOfTheChosenOnes.png",150,"Epic","Increases Intelligence by 80, Attack Damage by 40, Spell Damage by 800, Spell Healing by 1600, and Attack Speed by 40%.<br><br><span style='color: #c3dbff'>Brilliance Aura II</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE have their mana regeneration increased by <span style='color: #FEBA0E'>15</span> mana per second. Warrior class allies have their mana regeneration increased by <span style='color: #FEBA0E'>3</span> mana per second instead.","Cannot be used by Warrior classes","Metalsmith Theron"
"<span style='color: #32cd32'>Adamantium Tower</span>","https://ucarecdn.com/00b4c0cf-2674-472e-9fd8-5af794deffa3/BTNShield002.png",160,"Epic","Increases Strength and Agility by 50, Armor by 50. Also provides a 50% chance to block 5000 auto-attack damage.<br><br><span style='color: #c3dbff'>Evasion V</span>—Gives a <span style='color: #FEBA0E'>25%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Adamantium Set</span> (3/3) — +50 Armor, +250 Attack Damage",NA,"Armorsmith Level 100"
"<span style='color: #32cd32'>Adamantium Helm</span>","https://ucarecdn.com/80196bd7-1bbd-4e7a-a01f-1c955862e7bc/BTNBlackKnightsHelm.png",165,"Epic","Increases Strength by 50, Armor by 150 and Resist by 100.<br><br><span style='color: #c3dbff'>Adamantium Set</span> (2/3) — +50 Armor, +250 Attack Damage",NA,"Armorsmith Level 100"
"<span style='color: #32cd32'>Bristleback</span>","https://ucarecdn.com/d2da4add-d298-4794-a77c-aea3d3bb8c1c/BTNBristleback.png",165,"Epic","Increases Strength 150 and Armor by 100.<br><br><span style='color: #c3dbff'>Retaliation II</span>—Whenever you take damage: Deal <span style='color: #32CD32'>0.75 Strength</span> physical damage to enemies within a <span style='color: #FEBA0E'>150</span> AoE of you.<br><span style='color: #c3dbff'>Cooldown</span>: 1 second.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Cabeiri</span>","https://ucarecdn.com/8208e840-8112-4a41-bd8a-71b2d9a387c3/BTNStormBolt.png",165,"Epic","Increases Agility by 140 and Attack Damage by 300.<br><br><span style='color: #c3dbff'>Ravage</span>—<span style='color: #ff7700'>Break II</span> enemies in a <span style='color: #FEBA0E'>300</span> AoE, reducing their armor by <span style='color: #FEBA0E'>30</span> for <span style='color: #FEBA0E'>10</span> seconds, then deal <span style='color: #32CD32'>1.0 Primary Attribute</span> physical damage to them.<br><span style='color: #c3dbff'>Cooldown</span>: 90 seconds.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Hexfire Ring</span>","https://ucarecdn.com/026111f8-4eb4-4aa5-ba85-3edc91c4bde5/BTNHexfireRing.png",165,"Epic","Increases Intelligence by 150 and Spell Power by 1100.<br><br><span style='color: #c3dbff'>Lower Resist</span>—Spell effects have an <span style='color: #FEBA0E'>8%</span> chance to <span style='color: #ff7700'>Enfeeble I</span> their target(s) for <span style='color: #FEBA0E'>8</span> seconds, which reduces their Resist by <span style='color: #FEBA0E'>15</span> for the duration. If <span style='color: #c3dbff'>Lower Resist</span> is applied by a spell-enhanced auto-attack or damage over time effect: <span style='color: #c3dbff'>Lower Resist</span> cannot be applied on that target by either spell type for the next <span style='color: #FEBA0E'>12</span> seconds.","Cannot be used by Warrior classes","Metalsmith Zoticus"
"<span style='color: #32cd32'>Phaethon</span>","https://ucarecdn.com/baea0b13-9dcb-4fa3-9f10-5c81eeadcc66/BTNFlamingArrows.png",165,"Epic","Increases Strength by 140 and Attack Damage by 300.<br><br><span style='color: #c3dbff'>Dazzle</span>—Your auto-attacks also reduces the target's attack speed by <span style='color: #FEBA0E'>20%</span> for <span style='color: #FEBA0E'>6</span> seconds.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>The Winged God's Clamys</span>","https://ucarecdn.com/17b0d126-0feb-4c8d-8b58-df05d4e29483/BTNTheWingedGodsClamys.png",165,"Epic","Increases Agility by 150, Armor by 70, and Movement Speed by 50.<br><br><span style='color: #c3dbff'>Evasion V</span>—Gives a <span style='color: #FEBA0E'>25%</span> chance to avoid an auto-attack.",NA,"Metalsmith Galen"
"<span style='color: #32cd32'>Wizard's Respite</span>","https://ucarecdn.com/9b223090-4a7e-47fa-aa21-b3940251e66f/BTNWizardsRespite.png",165,"Epic","Increases Agility by 35, Intelligence by 75, Spell Power by 1100, and Mana Regeneration by 30 mana per second.<br><br><span style='color: #c3dbff'>Warmage</span>—Whenever you cast a spell: You restore <span style='color: #FEBA0E'>50</span> mana.","Cannot be used by Warrior classes","Metalsmith Theron"
"<span style='color: #32cd32'>Soul Blade</span>","https://ucarecdn.com/2dec713a-c340-40e6-b49f-572e07d1942d/BTNHolySword.png",175,"Epic","Auto-attacks inflict an additional 3% of your Current Health as magical damage.",NA,"Weaponsmith Level 100"
"<span style='color: #32cd32'>Aphrodite's Favor</span>","https://ucarecdn.com/67092597-1425-4cbd-a7cc-d80ac33f2334/BTNMedalionOfWisdom.png",180,"Epic","Increases Strength by 100. Grants <span style='color: #c3dbff'>Vivid Regeneration</span>.<br><br><span style='color: #c3dbff'>Vivid Regeneration</span>—Grants Health Regeneration per second depending on <span style='color: #FEBA0E'>Maximum Health</span>:<br> • ≤ <span style='color: #FEBA0E'>24999</span>: Regenerate 2% Maximum Health.<br> • ≤ <span style='color: #FEBA0E'>49999</span>: Regenerate 1% Maximum Health.<br> • ≥ <span style='color: #FEBA0E'>50000</span>: Regenerate 0.5% Maximum Health.",NA,"Goldsmith Level 100"
"<span style='color: #32cd32'>Gemstone of the Olympians</span>","https://ucarecdn.com/59bc8f72-25cc-45e9-91cc-ded771c7a899/BTNEyeofVulcano.png",180,"Epic","This gemstone glows with the power of the gods.<br><span style='color: #32cd32'>This item WILL be saved</span>",NA,"Four Olympian Gemstone Fragments"
"<span style='color: #32cd32'>Green Dragonscale Ring of Serious Addiction</span>","https://ucarecdn.com/47fa93d8-2eb2-4407-b573-6d15591a4ba3/BTNGreenDragonscaleRingOfAddiction.png",180,"Epic","Increases Strength by 60, Agility by 30, Intelligence by 110, Spell Power by 375, and Resist by 60.","Cannot be used by Warrior classes","Metalsmith Zoticus"
